Date,Fuel type,Count
10/1/2015,Plug-in hybrids,504
11/1/2015,Diesel,18781
11/1/2015,Electric hybrids,766
11/1/2015,Electricity,184
11/1/2015,Ethanol,99
11/1/2015,Gas,11660
11/1/2015,NG,330
11/1/2015,Others,2
11/1/2015,Plug-in hybrids,558
12/1/2015,Diesel,19500
12/1/2015,Electric hybrids,1021
12/1/2015,Electricity,322
12/1/2015,Ethanol,76
12/1/2015,Gas,11288
12/1/2015,NG,332
12/1/2015,Others,1
12/1/2015,Plug-in hybrids,1753
1/1/2016,Diesel,12599
1/1/2016,Electric hybrids,833
1/1/2016,Electricity,133
1/1/2016,Ethanol,48
1/1/2016,Gas,8357
1/1/2016,NG,266
1/1/2016,Others,2
1/1/2016,Plug-in hybrids,145
2/1/2016,Diesel,15453
2/1/2016,Electric hybrids,1107
2/1/2016,Electricity,157
2/1/2016,Ethanol,73
2/1/2016,Gas,10426
2/1/2016,NG,318
2/1/2016,Others,2
2/1/2016,Plug-in hybrids,470
3/1/2016,Diesel,18776
3/1/2016,Electric hybrids,1336
3/1/2016,Electricity,407
3/1/2016,Ethanol,67
3/1/2016,Gas,14243
3/1/2016,NG,373
3/1/2016,Others,1
3/1/2016,Plug-in hybrids,854
4/1/2016,Diesel,19140
4/1/2016,Electric hybrids,1013
4/1/2016,Electricity,294
4/1/2016,Ethanol,61
4/1/2016,Gas,13471
4/1/2016,NG,338
4/1/2016,Others,8
4/1/2016,Plug-in hybrids,920
5/1/2016,Diesel,18971
5/1/2016,Electric hybrids,1087
5/1/2016,Electricity,191
5/1/2016,Ethanol,82
5/1/2016,Gas,14962
5/1/2016,NG,319
5/1/2016,Others,4
5/1/2016,Plug-in hybrids,994
6/1/2016,Diesel,20206
6/1/2016,Electric hybrids,967
6/1/2016,Electricity,219
6/1/2016,Ethanol,106
6/1/2016,Gas,15179
6/1/2016,NG,417
6/1/2016,Others,6
6/1/2016,Plug-in hybrids,1137
7/1/2016,Diesel,12890
7/1/2016,Electric hybrids,810
7/1/2016,Electricity,107
7/1/2016,Ethanol,24
7/1/2016,Gas,10818
7/1/2016,NG,140
7/1/2016,Others,2
7/1/2016,Plug-in hybrids,859
8/1/2016,Diesel,13721
8/1/2016,Electric hybrids,1221
8/1/2016,Electricity,153
8/1/2016,Ethanol,102
8/1/2016,Gas,12561
8/1/2016,NG,261
8/1/2016,Others,5
8/1/2016,Plug-in hybrids,787
9/1/2016,Diesel,16291
9/1/2016,Electric hybrids,1613
9/1/2016,Electricity,419
9/1/2016,Ethanol,99
9/1/2016,Gas,13602
9/1/2016,NG,381
9/1/2016,Others,3
9/1/2016,Plug-in hybrids,1162
10/1/2016,Diesel,17016
10/1/2016,Electric hybrids,1168
10/1/2016,Electricity,212
10/1/2016,Ethanol,35
10/1/2016,Gas,13443
10/1/2016,NG,291
10/1/2016,Others,10
10/1/2016,Plug-in hybrids,1023
11/1/2016,Diesel,16472
11/1/2016,Electric hybrids,1128
11/1/2016,Electricity,248
11/1/2016,Ethanol,67
11/1/2016,Gas,13136
11/1/2016,NG,317
11/1/2016,Others,4
11/1/2016,Plug-in hybrids,1024
12/1/2016,Diesel,19522
12/1/2016,Electric hybrids,1353
12/1/2016,Electricity,453
12/1/2016,Ethanol,92
12/1/2016,Gas,15122
12/1/2016,NG,389
12/1/2016,Others,5
12/1/2016,Plug-in hybrids,915
1/1/2017,Diesel,12922
1/1/2017,Electric hybrids,1050
1/1/2017,Electricity,260
1/1/2017,Ethanol,93
1/1/2017,Gas,8368
1/1/2017,NG,345
1/1/2017,Others,4
1/1/2017,Plug-in hybrids,997
2/1/2017,Diesel,15169
2/1/2017,Electric hybrids,1437
2/1/2017,Electricity,228
2/1/2017,Ethanol,81
2/1/2017,Gas,10385
2/1/2017,NG,248
2/1/2017,Others,4
2/1/2017,Plug-in hybrids,932
3/1/2017,Diesel,19984
3/1/2017,Electric hybrids,2086
3/1/2017,Electricity,579
3/1/2017,Ethanol,98
3/1/2017,Gas,15657
3/1/2017,NG,216
3/1/2017,Others,5
3/1/2017,Plug-in hybrids,851
4/1/2017,Diesel,16570
4/1/2017,Electric hybrids,1248
4/1/2017,Electricity,396
4/1/2017,Ethanol,86
4/1/2017,Gas,12540
4/1/2017,NG,179
4/1/2017,Others,4
4/1/2017,Plug-in hybrids,818
5/1/2017,Diesel,18678
5/1/2017,Electric hybrids,1483
5/1/2017,Electricity,400
5/1/2017,Ethanol,95
5/1/2017,Gas,15112
5/1/2017,NG,207
5/1/2017,Others,4
5/1/2017,Plug-in hybrids,1172
6/1/2017,Diesel,20206
6/1/2017,Electric hybrids,1574
6/1/2017,Electricity,429
6/1/2017,Ethanol,77
6/1/2017,Gas,16237
6/1/2017,NG,170
6/1/2017,Others,3
6/1/2017,Plug-in hybrids,1185
7/1/2017,Diesel,12384
7/1/2017,Electric hybrids,1230
7/1/2017,Electricity,220
7/1/2017,Ethanol,33
7/1/2017,Gas,11138
7/1/2017,NG,158
7/1/2017,Others,5
7/1/2017,Plug-in hybrids,996
8/1/2017,Diesel,14618
8/1/2017,Electric hybrids,1691
8/1/2017,Electricity,413
8/1/2017,Ethanol,165
8/1/2017,Gas,12450
8/1/2017,NG,468
8/1/2017,Others,7
8/1/2017,Plug-in hybrids,1561
9/1/2017,Diesel,15340
9/1/2017,Electric hybrids,1554
9/1/2017,Electricity,491
9/1/2017,Ethanol,91
9/1/2017,Gas,12956
9/1/2017,NG,576
9/1/2017,Others,5
9/1/2017,Plug-in hybrids,1530
10/1/2017,Diesel,15122
10/1/2017,Electric hybrids,1645
10/1/2017,Electricity,382
10/1/2017,Ethanol,122
10/1/2017,Gas,13524
10/1/2017,NG,492
10/1/2017,Others,2
10/1/2017,Plug-in hybrids,1937
11/1/2017,Diesel,14226
11/1/2017,Electric hybrids,1628
11/1/2017,Electricity,268
11/1/2017,Ethanol,76
11/1/2017,Gas,14354
11/1/2017,NG,560
11/1/2017,Others,5
11/1/2017,Plug-in hybrids,2076
12/1/2017,Diesel,15848
12/1/2017,Electric hybrids,2013
12/1/2017,Electricity,293
12/1/2017,Ethanol,73
12/1/2017,Gas,14834
12/1/2017,NG,352
12/1/2017,Others,10
12/1/2017,Plug-in hybrids,1934
1/1/2018,Diesel,9788
1/1/2018,Electric hybrids,1417
1/1/2018,Electricity,191
1/1/2018,Ethanol,59
1/1/2018,Gas,10493
1/1/2018,NG,289
1/1/2018,Others,2
1/1/2018,Plug-in hybrids,1576
2/1/2018,Diesel,12143
2/1/2018,Electric hybrids,1177
2/1/2018,Electricity,324
2/1/2018,Ethanol,84
2/1/2018,Gas,12305
2/1/2018,NG,233
2/1/2018,Others,1
2/1/2018,Plug-in hybrids,1548
3/1/2018,Diesel,15538
3/1/2018,Electric hybrids,2183
3/1/2018,Electricity,749
3/1/2018,Ethanol,75
3/1/2018,Gas,17139
3/1/2018,NG,350
3/1/2018,Others,3
3/1/2018,Plug-in hybrids,1920
4/1/2018,Diesel,13802
4/1/2018,Electric hybrids,1875
4/1/2018,Electricity,377
4/1/2018,Ethanol,69
4/1/2018,Gas,17310
4/1/2018,NG,376
4/1/2018,Others,3
4/1/2018,Plug-in hybrids,1789
5/1/2018,Diesel,14988
5/1/2018,Electric hybrids,2179
5/1/2018,Electricity,293
5/1/2018,Ethanol,57
5/1/2018,Gas,19867
5/1/2018,NG,348
5/1/2018,Others,3
5/1/2018,Plug-in hybrids,1711
6/1/2018,Diesel,29301
6/1/2018,Electric hybrids,2842
6/1/2018,Electricity,337
6/1/2018,Ethanol,130
6/1/2018,Gas,32231
6/1/2018,NG,328
6/1/2018,Others,3
6/1/2018,Plug-in hybrids,2381
7/1/2018,Diesel,3155
7/1/2018,Electric hybrids,944
7/1/2018,Electricity,533
7/1/2018,Ethanol,30
7/1/2018,Gas,6937
7/1/2018,NG,290
7/1/2018,Others,0
7/1/2018,Plug-in hybrids,1909
8/1/2018,Diesel,7737
8/1/2018,Electric hybrids,1697
8/1/2018,Electricity,565
8/1/2018,Ethanol,384
8/1/2018,Gas,12888
8/1/2018,NG,504
8/1/2018,Others,1
8/1/2018,Plug-in hybrids,1989
9/1/2018,Diesel,6082
9/1/2018,Electric hybrids,1655
9/1/2018,Electricity,667
9/1/2018,Ethanol,27
9/1/2018,Gas,9524
9/1/2018,NG,205
9/1/2018,Others,1
9/1/2018,Plug-in hybrids,1725
10/1/2018,Diesel,7753
10/1/2018,Electric hybrids,1836
10/1/2018,Electricity,806
10/1/2018,Ethanol,32
10/1/2018,Gas,11702
10/1/2018,NG,120
10/1/2018,Others,5
10/1/2018,Plug-in hybrids,1874
11/1/2018,Diesel,8945
11/1/2018,Electric hybrids,1835
11/1/2018,Electricity,1211
11/1/2018,Ethanol,36
11/1/2018,Gas,12432
11/1/2018,NG,100
11/1/2018,Others,6
11/1/2018,Plug-in hybrids,1792
12/1/2018,Diesel,8177
12/1/2018,Electric hybrids,1380
12/1/2018,Electricity,1094
12/1/2018,Ethanol,37
12/1/2018,Gas,10980
12/1/2018,NG,145
12/1/2018,Others,4
12/1/2018,Plug-in hybrids,1597
1/1/2019,Diesel,8113
1/1/2019,Electric hybrids,1367
1/1/2019,Electricity,1103
1/1/2019,Ethanol,17
1/1/2019,Gas,8835
1/1/2019,NG,104
1/1/2019,Others,1
1/1/2019,Plug-in hybrids,1577
2/1/2019,Diesel,8827
2/1/2019,Electric hybrids,1226
2/1/2019,Electricity,902
2/1/2019,Ethanol,8
2/1/2019,Gas,10830
2/1/2019,NG,96
2/1/2019,Others,0
2/1/2019,Plug-in hybrids,1900
3/1/2019,Diesel,10770
3/1/2019,Electric hybrids,1783
3/1/2019,Electricity,2107
3/1/2019,Ethanol,12
3/1/2019,Gas,13912
3/1/2019,NG,202
3/1/2019,Others,1
3/1/2019,Plug-in hybrids,2292
4/1/2019,Diesel,11981
4/1/2019,Electric hybrids,2144
4/1/2019,Electricity,1377
4/1/2019,Ethanol,7
4/1/2019,Gas,13946
4/1/2019,NG,281
4/1/2019,Others,4
4/1/2019,Plug-in hybrids,1711
5/1/2019,Diesel,11673
5/1/2019,Electric hybrids,2614
5/1/2019,Electricity,1255
5/1/2019,Ethanol,15
5/1/2019,Gas,15588
5/1/2019,NG,447
5/1/2019,Others,3
5/1/2019,Plug-in hybrids,1655
6/1/2019,Diesel,10813
6/1/2019,Electric hybrids,2418
6/1/2019,Electricity,1692
6/1/2019,Ethanol,6
6/1/2019,Gas,15827
6/1/2019,NG,610
6/1/2019,Others,5
6/1/2019,Plug-in hybrids,1748
7/1/2019,Diesel,7959
7/1/2019,Electric hybrids,1934
7/1/2019,Electricity,1083
7/1/2019,Ethanol,4
7/1/2019,Gas,12311
7/1/2019,NG,351
7/1/2019,Others,2
7/1/2019,Plug-in hybrids,1307
8/1/2019,Diesel,9274
8/1/2019,Electric hybrids,2460
8/1/2019,Electricity,971
8/1/2019,Ethanol,207
8/1/2019,Gas,14958
8/1/2019,NG,953
8/1/2019,Others,2
8/1/2019,Plug-in hybrids,1668
9/1/2019,Diesel,7891
9/1/2019,Electric hybrids,2170
9/1/2019,Electricity,1764
9/1/2019,Ethanol,181
9/1/2019,Gas,13196
9/1/2019,NG,649
9/1/2019,Others,3
9/1/2019,Plug-in hybrids,1874
10/1/2019,Diesel,9764
10/1/2019,Electric hybrids,2457
10/1/2019,Electricity,848
10/1/2019,Ethanol,126
10/1/2019,Gas,14070
10/1/2019,NG,532
10/1/2019,Others,0
10/1/2019,Plug-in hybrids,2696
11/1/2019,Diesel,9692
11/1/2019,Electric hybrids,2436
11/1/2019,Electricity,1061
11/1/2019,Ethanol,182
11/1/2019,Gas,14133
11/1/2019,NG,364
11/1/2019,Others,2
11/1/2019,Plug-in hybrids,3256
12/1/2019,Diesel,15982
12/1/2019,Electric hybrids,2447
12/1/2019,Electricity,1628
12/1/2019,Ethanol,402
12/1/2019,Gas,24299
12/1/2019,NG,382
12/1/2019,Others,2
12/1/2019,Plug-in hybrids,3223
1/1/2020,Diesel,4088
1/1/2020,Electric hybrids,1140
1/1/2020,Electricity,1268
1/1/2020,Ethanol,5
1/1/2020,Gas,6732
1/1/2020,NG,443
1/1/2020,Others,1
1/1/2020,Plug-in hybrids,4113
2/1/2020,Diesel,6084
2/1/2020,Electric hybrids,1657
2/1/2020,Electricity,1430
2/1/2020,Ethanol,7
2/1/2020,Gas,8927
2/1/2020,NG,355
2/1/2020,Others,2
2/1/2020,Plug-in hybrids,4027
3/1/2020,Diesel,7284
3/1/2020,Electric hybrids,1710
3/1/2020,Electricity,3015
3/1/2020,Ethanol,7
3/1/2020,Gas,11431
3/1/2020,NG,330
3/1/2020,Others,5
3/1/2020,Plug-in hybrids,4753
4/1/2020,Diesel,5223
4/1/2020,Electric hybrids,1341
4/1/2020,Electricity,1049
4/1/2020,Ethanol,5
4/1/2020,Gas,8730
4/1/2020,NG,247
4/1/2020,Others,3
4/1/2020,Plug-in hybrids,3233
5/1/2020,Diesel,4445
5/1/2020,Electric hybrids,1263
5/1/2020,Electricity,841
5/1/2020,Ethanol,5
5/1/2020,Gas,7628
5/1/2020,NG,126
5/1/2020,Others,0
5/1/2020,Plug-in hybrids,2591
6/1/2020,Diesel,7082
6/1/2020,Electric hybrids,1152
6/1/2020,Electricity,1706
6/1/2020,Ethanol,4
6/1/2020,Gas,11255
6/1/2020,NG,159
6/1/2020,Others,4
6/1/2020,Plug-in hybrids,4696
7/1/2020,Diesel,5685
7/1/2020,Electric hybrids,1529
7/1/2020,Electricity,1307
7/1/2020,Ethanol,7
7/1/2020,Gas,9769
7/1/2020,NG,90
7/1/2020,Others,3
7/1/2020,Plug-in hybrids,5414
8/1/2020,Diesel,5558
8/1/2020,Electric hybrids,2624
8/1/2020,Electricity,2120
8/1/2020,Ethanol,13
8/1/2020,Gas,10416
8/1/2020,NG,513
8/1/2020,Others,0
8/1/2020,Plug-in hybrids,5301
9/1/2020,Diesel,5716
9/1/2020,Electric hybrids,2960
9/1/2020,Electricity,3678
9/1/2020,Ethanol,7
9/1/2020,Gas,10792
9/1/2020,NG,401
9/1/2020,Others,4
9/1/2020,Plug-in hybrids,6233
10/1/2020,Diesel,5356
10/1/2020,Electric hybrids,2623
10/1/2020,Electricity,2345
10/1/2020,Ethanol,6
10/1/2020,Gas,10467
10/1/2020,NG,389
10/1/2020,Others,2
10/1/2020,Plug-in hybrids,7849
11/1/2020,Diesel,4974
11/1/2020,Electric hybrids,2452
11/1/2020,Electricity,2729
11/1/2020,Ethanol,1
11/1/2020,Gas,9457
11/1/2020,NG,240
11/1/2020,Others,0
11/1/2020,Plug-in hybrids,7590
12/1/2020,Diesel,6578
12/1/2020,Electric hybrids,2180
12/1/2020,Electricity,6609
12/1/2020,Ethanol,3
12/1/2020,Gas,9036
12/1/2020,NG,232
12/1/2020,Others,2
12/1/2020,Plug-in hybrids,10334
1/1/2021,Diesel,4947
1/1/2021,Electric hybrids,1635
1/1/2021,Electricity,1161
1/1/2021,Ethanol,5
1/1/2021,Gas,7718
1/1/2021,NG,111
1/1/2021,Others,1
1/1/2021,Plug-in hybrids,5898
2/1/2021,Diesel,4961
2/1/2021,Electric hybrids,1643
2/1/2021,Electricity,1416
2/1/2021,Ethanol,3
2/1/2021,Gas,8799
2/1/2021,NG,163
2/1/2021,Others,3
2/1/2021,Plug-in hybrids,6598
3/1/2021,Diesel,10875
3/1/2021,Electric hybrids,3301
3/1/2021,Electricity,2625
3/1/2021,Ethanol,8
3/1/2021,Gas,16807
3/1/2021,NG,142
3/1/2021,Others,2
3/1/2021,Plug-in hybrids,14963
4/1/2021,Diesel,3729
4/1/2021,Electric hybrids,1992
4/1/2021,Electricity,4888
4/1/2021,Ethanol,51
4/1/2021,Gas,7758
4/1/2021,NG,135
4/1/2021,Others,2
4/1/2021,Plug-in hybrids,4578
5/1/2021,Diesel,4561
5/1/2021,Electric hybrids,2404
5/1/2021,Electricity,3972
5/1/2021,Ethanol,94
5/1/2021,Gas,8971
5/1/2021,NG,146
5/1/2021,Others,7
5/1/2021,Plug-in hybrids,5558
6/1/2021,Diesel,6173
6/1/2021,Electric hybrids,2922
6/1/2021,Electricity,8706
6/1/2021,Ethanol,177
6/1/2021,Gas,10343
6/1/2021,NG,166
6/1/2021,Others,5
6/1/2021,Plug-in hybrids,9146
7/1/2021,Diesel,3122
7/1/2021,Electric hybrids,1730
7/1/2021,Electricity,2556
7/1/2021,Ethanol,208
7/1/2021,Gas,6589
7/1/2021,NG,89
7/1/2021,Others,8
7/1/2021,Plug-in hybrids,3808
8/1/2021,Diesel,3059
8/1/2021,Electric hybrids,1865
8/1/2021,Electricity,4806
8/1/2021,Ethanol,127
8/1/2021,Gas,6340
8/1/2021,NG,162
8/1/2021,Others,5
8/1/2021,Plug-in hybrids,4561
9/1/2021,Diesel,3016
9/1/2021,Electric hybrids,1742
9/1/2021,Electricity,7486
9/1/2021,Ethanol,167
9/1/2021,Gas,6415
9/1/2021,NG,140
9/1/2021,Others,1
9/1/2021,Plug-in hybrids,4778
10/1/2021,Diesel,2790
10/1/2021,Electric hybrids,1491
10/1/2021,Electricity,4634
10/1/2021,Ethanol,182
10/1/2021,Gas,6077
10/1/2021,NG,106
10/1/2021,Others,2
10/1/2021,Plug-in hybrids,5634
11/1/2021,Diesel,3089
11/1/2021,Electric hybrids,1518
11/1/2021,Electricity,5549
11/1/2021,Ethanol,112
11/1/2021,Gas,5789
11/1/2021,NG,56
11/1/2021,Others,1
11/1/2021,Plug-in hybrids,5979
12/1/2021,Diesel,3412
12/1/2021,Electric hybrids,1894
12/1/2021,Electricity,10082
12/1/2021,Ethanol,165
12/1/2021,Gas,5865
12/1/2021,NG,132
12/1/2021,Others,6
12/1/2021,Plug-in hybrids,6699
1/1/2022,Diesel,2809
1/1/2022,Electric hybrids,1790
1/1/2022,Electricity,5221
1/1/2022,Ethanol,87
1/1/2022,Gas,5104
1/1/2022,NG,135
1/1/2022,Others,3
1/1/2022,Plug-in hybrids,5378
2/1/2022,Diesel,3135
2/1/2022,Electric hybrids,2046
2/1/2022,Electricity,5491
2/1/2022,Ethanol,246
2/1/2022,Gas,5368
2/1/2022,NG,122
2/1/2022,Others,0
2/1/2022,Plug-in hybrids,5509
3/1/2022,Diesel,3913
3/1/2022,Electric hybrids,2786
3/1/2022,Electricity,9254
3/1/2022,Ethanol,266
3/1/2022,Gas,6737
3/1/2022,NG,109
3/1/2022,Others,2
3/1/2022,Plug-in hybrids,6826
4/1/2022,Diesel,3492
4/1/2022,Electric hybrids,2736
4/1/2022,Electricity,5500
4/1/2022,Ethanol,142
4/1/2022,Gas,5968
4/1/2022,NG,51
4/1/2022,Others,7
4/1/2022,Plug-in hybrids,5154
5/1/2022,Diesel,4369
5/1/2022,Electric hybrids,2600
5/1/2022,Electricity,6529
5/1/2022,Ethanol,220
5/1/2022,Gas,7786
5/1/2022,NG,86
5/1/2022,Others,0
5/1/2022,Plug-in hybrids,6146
6/1/2022,Diesel,3998
6/1/2022,Electric hybrids,2067
6/1/2022,Electricity,8365
6/1/2022,Ethanol,137
6/1/2022,Gas,6490
6/1/2022,NG,155
6/1/2022,Others,3
6/1/2022,Plug-in hybrids,6159
7/1/2022,Diesel,2249
7/1/2022,Electric hybrids,1636
7/1/2022,Electricity,4792
7/1/2022,Ethanol,139
7/1/2022,Gas,5672
7/1/2022,NG,39
7/1/2022,Others,3
7/1/2022,Plug-in hybrids,4259
8/1/2022,Diesel,2578
8/1/2022,Electric hybrids,2796
8/1/2022,Electricity,5927
8/1/2022,Ethanol,199
8/1/2022,Gas,5975
8/1/2022,NG,346
8/1/2022,Others,4
8/1/2022,Plug-in hybrids,3668
